,PC,Address,Recency,Frequency
28026,0xfc28d6,0xfd1bc0,143,490
28027,0xfc28d9,0xfd1bbc,141,490
28028,0xfc28dc,0x3adefc,143,490
28029,0xfc28df,0xfd1d20,139,490
28030,0xfc28e8,0x3adef4,141,490
28031,0xfc28f1,0xfd1cf8,139,490
28032,0xfc28fc,0xfd1cf4,139,490
28033,0xfc2902,0x3a524c,0,299327
28034,0xfc2940,0x3a5d2c,0,299327
28035,0xfc2911,0x3a5d34,0,299327
28036,0xfc2920,0xfd1cfc,113,503
28037,0xfc2926,0x3a5668,0,299327
28038,0xfc2896,0xb74c6db4,139,546
28039,0xfc289e,0xb74c6014,141,546
28040,0xfc28c0,0xb74c6181,139,546
28041,0xfc28d6,0xb74c6038,143,546
28042,0xfc28d9,0xb74c6034,141,546
28043,0xfc28dc,0xaf8050,143,546
28044,0xfc28df,0xb74c6198,139,546
28045,0xfc28e8,0xaf8048,141,546
28046,0xfc28f1,0xb74c6170,139,546
28047,0xfc28fc,0xb74c616c,139,546
28048,0xfc2902,0xaf3118,2,57970
28049,0xfc2896,0xb74c6db8,139,581
28050,0xfc289e,0xb74c629c,141,581
28051,0xfc28c0,0xb74c6409,143,581
28052,0xfc28d6,0xb74c62c0,157,581
28053,0xfc28d9,0xb74c62bc,155,581
28054,0xfc28dc,0x4ff058,157,581
28055,0xfc28df,0xb74c6420,139,581
28056,0xfc28e8,0x4ff050,155,581
28057,0xfc28f1,0xb74c63f8,139,581
28058,0xfc28fc,0xb74c63f4,139,581
28059,0xfc2902,0x4f22b8,2,14730
28060,0xfc2940,0x4f2c04,2,14730
28061,0xfc2947,0x4f2c0e,2,14730
28062,0xfc2954,0x4f2c0c,2,14730
28063,0xfc296e,0xbfe9cb48,630,62
28064,0xfc2973,0x4f2c00,2,14730
28065,0xfc2978,0xbfe9cb30,604,258
28066,0xfcc5c8,0x4f32b8,2,14730
28067,0xfcc5ca,0x5f8ab1e,0,299327
28068,0xfc2920,0xb74c63fc,234,8
28069,0xfc2926,0x4f2470,2,14730
28070,0xfc2940,0x4f2ab4,2,14730
28071,0xfc2911,0x4f2abc,2,14730
28072,0xfc2926,0x4f241c,2,14730
28073,0xfc2896,0xb74c6dbc,137,637
28074,0xfc289e,0xb74c652c,139,637
28075,0xfc28c0,0xb74c6699,373,82
28076,0xfc28d6,0xb74c6550,140,637
28077,0xfc28d9,0xb74c654c,138,637
28078,0xfc28dc,0x60a4d78,140,637
28079,0xfc28df,0xb74c66b0,137,637
28080,0xfc28e8,0x60a4d70,138,637
28081,0xfc28f1,0xb74c6688,137,637
28082,0xfc28fc,0xb74c6684,137,637
28083,0xfc2902,0x5f7d744,0,299327
28084,0xfc2940,0x5f83a6c,2,84
28085,0xfc2947,0x5f83a76,0,299327
28086,0xfc2954,0x5f83a74,1,43
28087,0xfc29a5,0x5f8e1b6,0,299327
28088,0xfc29a9,0xb74c66a0,178,96
28089,0xfc29b8,0xbfe9cb04,478,3
28090,0xfc29be,0xb74c5174,18,2
28091,0xfc2aa5,0xb74c5170,14,3
28092,0xfcc5c8,0x5f8da46,14,1
28093,0xfcc5c8,0x5f8da47,14,1
28094,0xfcc5c8,0x5f8da48,14,1
28095,0xfcc5c8,0x5f8da49,14,1
28096,0xfcc5c8,0x5f8da4a,14,1
28097,0xfcc5c8,0x5f8da4b,14,1
28098,0xfcc5c8,0x5f8da4c,14,1
28099,0xfcc5c8,0x5f8da4d,14,1
28100,0xfcc5c8,0x5f8da4e,14,1
28101,0xfcc5c8,0x5f8da4f,14,1
28102,0xfc2a20,0xbfe9cb4c,194,145
28103,0xfc2a28,0xbfe9cbd0,387,7
28104,0xfc2a2a,0xbfe9cbd4,464,13
28105,0xfc2a85,0xbfe9cb34,330,151
28106,0xfc2a86,0xbfe9cb38,537,149
28107,0xfc2a87,0xbfe9cb3c,496,147
28108,0xfc2a88,0xbfe9cb40,476,145
28109,0xfc2a89,0xbfe9cb44,747,91
28110,0xfc2cc4,0xbfe9cba4,163,913
28111,0xfc2ccb,0xbfe9cbb8,487,13
28112,0xfc2cd4,0x5f83a75,0,299327
28113,0xfc2ce3,0xbfe9cb80,640,1
28114,0xfc2cf2,0xb74c6698,123,1320
28115,0xfc2d0e,0xb74c6699,372,1
28116,0xfc2d3a,0xbfe9cc08,225,70
28117,0xfc2d3b,0xbfe9cc0c,212,68
28118,0xfc2d3c,0xbfe9cc10,216,66
28119,0xfc2d3d,0xbfe9cc14,212,64
28120,0xfc2d3e,0xbfe9cc18,229,62
28121,0xfc4144,0xbfe9cc9c,331,5
28122,0xfc414a,0xbfe9cd3c,312,12
28123,0xfc4153,0xb74c672c,59,913
28124,0xfc4159,0xb74c6730,59,913
28125,0xfc416b,0x5f83a6c,1,64243
28126,0xfc416e,0xb74c6518,129,1320
28127,0xfc4185,0xfccfb0,82,913
28128,0xfc46da,0xbfe9cca4,202,21
28129,0xfc46e0,0x60a4ed0,1,100337
28130,0xfc45ba,0xbfe9ccb8,415,913
28131,0xfc3fec,0xbfe9ccac,121,913
28132,0xfc3ff2,0xbfe9ccb0,121,913
28133,0xfc3ff8,0x5f9196c,0,299327
28134,0xfc4004,0x5f8e1d8,0,299327
28135,0xfc400d,0xbfe9cca8,225,19
28136,0xfc4024,0xb74c66a0,177,913
28137,0xfc4035,0x5f91968,0,299327
28138,0xfc4061,0x5f83b84,2,546
28139,0xfc4076,0xb74c6724,113,8
28140,0xfc40eb,0xb74c6728,58,913
28141,0xfc40f5,0xbfe9cc98,269,2
28142,0xfc4102,0xb74c5244,7,791
28143,0xfc4114,0xbfe9cd24,129,913
28144,0xfc4117,0x5f83b78,0,299327
28145,0xfc411f,0xbfe9cd40,101,913
28146,0xfc2ba0,0xbfe9cb44,746,1
28147,0xfc2bab,0xbfe9cbbc,262,913
28148,0xfc2bae,0xbfe9cbb8,485,42
28149,0xfc2bb1,0x5f8b61d,9,103
28150,0xfc2bba,0x5f8b61e,2,531
28151,0xfc2bc5,0x5f8b61f,1,730
28152,0xfc2bd0,0x5f8b620,1,731
28153,0xfc2bdb,0x5f8b621,1,732
28154,0xfc2be9,0x5f8b622,1,733
28155,0xfc2c04,0x5f8b623,1,734
28156,0xfc2c04,0x5f8b624,1,735
28157,0xfc2c04,0x5f8b625,1,736
28158,0xfc2c04,0x5f8b626,1,737
28159,0xfc2c04,0x5f8b627,1,738
28160,0xfc2c04,0x5f8b628,1,739
28161,0xfc2c04,0x5f8b629,1,740
28162,0xfc2c04,0x5f8b62a,1,741
28163,0xfc2c04,0x5f8b62b,1,742
28164,0xfc2c04,0x5f8b62c,1,743
28165,0xfc2c0d,0xfd11b0,303,1
28166,0xfc2c16,0xbfe9cbb4,280,24
28167,0xfc2c1e,0xbfe9cbd0,384,790
28168,0xfc2c25,0xbfe9cbd4,460,790
28169,0xfc2c2c,0xbfe9cbb0,305,5
28170,0xfc2c3c,0xb74c66c4,109,15
28171,0xfc2c3e,0xbfe9cb74,339,1
28172,0xfc2c54,0xbfe9cb88,286,9
28173,0xfc2c78,0xbfe9cb5c,301,908
28174,0xfc2c82,0xbfe9cb58,396,20
28175,0xfc2c8b,0xbfe9cb4c,193,768
28176,0xfc2c92,0xbfe9cb50,287,8
28177,0xfc2c98,0xbfe9cb48,628,47
28178,0xfc2840,0xbfe9cb40,475,768
28179,0xfc2843,0xbfe9cb3c,495,766
28180,0xfc2844,0xbfe9cb38,536,764
28181,0xfc2845,0xbfe9cb34,329,762
28182,0xfc284c,0xbfe9cb30,603,43
28183,0xfc2852,0xfd1650,151,908
28184,0xfc2862,0xfd1654,152,908
28185,0xfc288c,0xbfe9cb08,654,116
28186,0xfc2896,0xb74c6dac,151,908
28187,0xfc289e,0xfd150c,152,908
28188,0xfc28c0,0xfd1679,177,908
28189,0xfc28d6,0xfd1530,181,908
28190,0xfc28d9,0xfd152c,179,908
28191,0xfc28dc,0x805b484,181,908
28192,0xfc28df,0xfd1690,151,908
28193,0xfc28e8,0x805b47c,179,908
28194,0xfc28f1,0xfd1668,151,908
28195,0xfc28fc,0xfd1664,151,908
28196,0xfc2902,0x80481b0,3,8931
28197,0xfc2940,0x80489ac,4,8931
28198,0xfc2947,0x80489b6,3,8931
28199,0xfc2954,0x80489b4,5,8931
28200,0xfc2973,0x80489a8,3,8931
28201,0xfcc5c8,0x8048d52,5,8931
28202,0xfcc5ca,0x5f8b61d,8,21
28203,0xfc2920,0xfd166c,257,21
28204,0xfc2926,0x8048428,2,8931
28205,0xfc2940,0x804890c,3,8931
28206,0xfc2947,0x8048916,2,8931
28207,0xfc2954,0x8048914,4,8931
28208,0xfc2973,0x8048908,2,8931
28209,0xfcc5c8,0x8049137,3,8931
28210,0xfc2926,0x8048400,1,8931
28211,0xfc2940,0x804888c,1,8931
28212,0xfc2911,0x8048894,1,8931
28213,0xfc2926,0x80483e0,1,8931
28214,0xfc2a5c,0xb74c524c,23,95
28215,0xfc7360,0xbfe9caf0,396,30
28216,0xfc7363,0xbfe9caec,361,28
28217,0xfc7366,0xbfe9cae8,347,26
28218,0xfc7369,0xbfe9cae4,457,24
28219,0xfc736d,0xfd14fc,77,11976
28220,0xfc737b,0xbfe9cadc,631,3
28221,0xfc737e,0xbfe9cae0,623,3
28222,0xfcc5c8,0x5f8d9f6,71,10
28223,0xfcc5ca,0xfcd852,77,11976
28224,0xfc7390,0xfd1514,76,11976
28225,0xfc7395,0xfd1738,75,11976
28226,0xfcc5ca,0xfd1744,75,11976
28227,0xfc73a7,0xfd173c,76,11976
28228,0xfc288c,0xbfe9cb08,653,97
28229,0xfc2896,0xb74c6db0,138,824
28230,0xfc289e,0xfd1b9c,140,824
28231,0xfc28c0,0xfd1d09,138,824
28232,0xfc28d6,0xfd1bc0,142,824
28233,0xfc28d9,0xfd1bbc,140,824
28234,0xfc28dc,0x3adefc,142,824
28235,0xfc28df,0xfd1d20,138,824
28236,0xfc28e8,0x3adef4,140,824
28237,0xfc28f1,0xfd1cf8,138,824
28238,0xfc28fc,0xfd1cf4,138,824
28239,0xfc2902,0x3a52ec,0,299327
28240,0xfc2940,0x3a5f5c,0,299327
28241,0xfc2947,0x3a5f66,0,299327
28242,0xfc2954,0x3a5f64,0,299327
28243,0xfc296e,0xbfe9cb48,625,172
28244,0xfc2973,0x3a5f58,0,299327
28245,0xfc2978,0xbfe9cb30,600,172
28246,0xfcc5c8,0x3a6393,0,299327
28247,0xfcc5ca,0x5f8b61d,6,172
28248,0xfc2920,0xfd1cfc,112,8
28249,0xfc2926,0x3a56f4,0,299327
28250,0xfc2940,0x3a5e5c,0,299327
28251,0xfc2911,0x3a5e64,0,299327
28252,0xfc2926,0x3a56b4,0,299327
28253,0xfc2a5c,0xb74c524c,22,67
28254,0xfc736d,0xfd1b8c,77,11955
28255,0xfc737b,0xbfe9cadc,627,3
28256,0xfc737e,0xbfe9cae0,619,3
28257,0xfcc5c8,0x5f8d9f6,69,10
28258,0xfcc5ca,0xfd1b70,77,11955
28259,0xfc7390,0xfd1ba4,76,11955
28260,0xfc7395,0xfd1dc8,75,11955
28261,0xfcc5ca,0xfd1dd4,75,11955
28262,0xfcc5c8,0x5f8d9f7,29,67
28263,0xfcc5ca,0xfd1dd5,75,11955
28264,0xfc73a7,0xfd1dcc,76,11955
28265,0xfc288c,0xbfe9cb08,652,67
28266,0xfc2896,0xb74c6db4,138,759
28267,0xfc289e,0xb74c6014,140,759
28268,0xfc28c0,0xb74c6181,138,759
28269,0xfc28d6,0xb74c6038,142,759
28270,0xfc28d9,0xb74c6034,140,759
28271,0xfc28dc,0xaf8050,142,759
28272,0xfc28df,0xb74c6198,138,759
28273,0xfc28e8,0xaf8048,140,759
28274,0xfc28f1,0xb74c6170,138,759
28275,0xfc28fc,0xb74c616c,138,759
28276,0xfc2902,0xaf3174,0,299327
28277,0xfc736d,0xb74c6004,77,11955
28278,0xfcc5ca,0xfd1df8,77,11955
28279,0xfc7390,0xb74c601c,76,11955
28280,0xfc7395,0xb74c6240,75,11955
28281,0xfcc5ca,0xb74c624c,75,11955
28282,0xfcc5ca,0xb74c624d,75,11955
28283,0xfc73a7,0xb74c6244,76,11955
28284,0xfc2896,0xb74c6db8,138,769
28285,0xfc289e,0xb74c629c,140,769
28286,0xfc28c0,0xb74c6409,142,769
28287,0xfc28d6,0xb74c62c0,156,769
28288,0xfc28d9,0xb74c62bc,154,769
28289,0xfc28dc,0x4ff058,156,769
28290,0xfc28df,0xb74c6420,138,769
28291,0xfc28e8,0x4ff050,154,769
28292,0xfc28f1,0xb74c63f8,138,769
28293,0xfc28fc,0xb74c63f4,138,769
28294,0xfc2902,0x4f2220,2,4039
28295,0xfc2940,0x4f2e34,2,4039
28296,0xfc2911,0x4f2e3c,3,4039
28297,0xfc2920,0xb74c63fc,232,21
28298,0xfc2926,0x4f24fc,2,4039
28299,0xfc2940,0x4f2764,2,4039
28300,0xfc2947,0x4f276e,2,4039
28301,0xfc2954,0x4f276c,2,4039
28302,0xfc296e,0xbfe9cb48,624,21
28303,0xfc2973,0x4f2760,2,4039
28304,0xfc2978,0xbfe9cb30,599,21
28305,0xfcc5c8,0x4f3025,2,4039
28306,0xfcc5ca,0x5f8b61d,5,21
28307,0xfc2926,0x4f2348,2,4039
28308,0xfc2940,0x4f26d4,2,4039
28309,0xfc2947,0x4f26de,2,4039
28310,0xfc2954,0x4f26dc,2,4039
28311,0xfc2973,0x4f26d0,2,4039
28312,0xfcc5c8,0x4f3663,2,4039
28313,0xfc2926,0x4f2324,2,4039
28314,0xfc2a5c,0xb74c524c,20,120
